commodity,value,zscore,cdf
BARLEY,96.0,0.13386262682669556,0.62
BARLEY,102.0,0.2288315305436453,0.67
BARLEY,96.0,0.13386262682669556,0.622
BARLEY,81.0,-0.10355963246567879,0.544
BARLEY,78.0,-0.15104408432415364,0.536
BARLEY,64.0,-0.3726381929970364,0.458
BARLEY,61.0,-0.4201226448555112,0.442
BARLEY,84.0,-0.056075180607203914,0.564
BARLEY,156.0,1.0835516639961928,0.876
BARLEY,246.0,2.5080852197504386,0.978
BARLEY,252.0,2.6030541234673885,0.98
BARLEY,210.0,1.9382717974487405,0.944
BARLEY,204.0,1.8433028937317908,0.936
BARLEY,372.0,4.5024321978063835,0.996
BARLEY,354.0,4.217525486655534,0.994
BARLEY,378.5,4.605315176833079,0.998
BARLEY,96.0,0.13386262682669556,0.624
BARLEY,69.0,-0.29349743989957827,0.482
BARLEY,72.0,-0.2460129880411034,0.504
BARLEY,78.0,-0.15104408432415364,0.538
BARLEY,93.0,0.08637817496822069,0.606
BARLEY,90.0,0.03889372310974582,0.588
BARLEY,96.0,0.13386262682669556,0.626
BARLEY,144.0,0.8936138565622934,0.85
BARLEY,144.0,0.8936138565622934,0.852
BARLEY,138.0,0.7986449528453436,0.842
BARLEY,90.0,0.03889372310974582,0.59
BARLEY,98.0,0.1655189280656788,0.638
BARLEY,96.0,0.13386262682669556,0.628
BARLEY,90.0,0.03889372310974582,0.592
BARLEY,150.0,0.9885827602792432,0.864
BARLEY,144.0,0.8936138565622934,0.854
BARLEY,114.0,0.4187693379775448,0.732
BARLEY,126.0,0.6087071454114442,0.804
BARLEY,132.0,0.703676049128394,0.822
BARLEY,132.0,0.703676049128394,0.824
BARLEY,126.0,0.6087071454114442,0.806
BARLEY,120.0,0.5137382416944944,0.776
BARLEY,96.0,0.13386262682669556,0.63
BARLEY,52.25,-0.5586189627760629,0.372
BARLEY,99.0,0.18134707868517042,0.644
BARLEY,96.0,0.13386262682669556,0.632
BARLEY,93.0,0.08637817496822069,0.608
BARLEY,66.0,-0.3409818917580531,0.464
BARLEY,69.0,-0.29349743989957827,0.484
BARLEY,66.0,-0.3409818917580531,0.466
BARLEY,66.0,-0.3409818917580531,0.468
BARLEY,84.0,-0.056075180607203914,0.566
BARLEY,135.0,0.7511605009868688,0.836
BARLEY,132.0,0.703676049128394,0.826
BARLEY,114.0,0.4187693379775448,0.734
BARLEY,150.0,0.9885827602792432,0.866
BARLEY,180.0,1.463427278863992,0.918
BARLEY,150.0,0.9885827602792432,0.868
BARLEY,156.0,1.0835516639961928,0.878
BARLEY,132.0,0.703676049128394,0.828
BARLEY,168.0,1.2734894714300924,0.892
BARLEY,102.0,0.2288315305436453,0.672
BARLEY,108.0,0.323800434260595,0.708
BARLEY,117.0,0.4662537898360196,0.746
BARLEY,120.0,0.5137382416944944,0.778
BARLEY,120.0,0.5137382416944944,0.78
BARLEY,121.5,0.5374804676237319,0.794
BARLEY,123.0,0.5612226935529694,0.796
BARLEY,114.0,0.4187693379775448,0.736
BARLEY,84.0,-0.056075180607203914,0.568
BARLEY,81.0,-0.10355963246567879,0.546
BARLEY,78.0,-0.15104408432415364,0.54
BARLEY,72.0,-0.2460129880411034,0.506
BARLEY,75.0,-0.19852853618262853,0.516
BARLEY,63.0,-0.388466343616528,0.45
BARLEY,60.0,-0.4359507954750029,0.428
BARLEY,54.0,-0.5309196991919526,0.388
BARLEY,52.0,-0.5625760004309358,0.366
BARLEY,51.0,-0.5784041510504274,0.356
BARLEY,48.0,-0.6258886029089024,0.334
BARLEY,54.0,-0.5309196991919526,0.39
BARLEY,54.0,-0.5309196991919526,0.392
BARLEY,51.0,-0.5784041510504274,0.358
BARLEY,51.0,-0.5784041510504274,0.36
BARLEY,57.0,-0.4834352473334777,0.414
BARLEY,54.0,-0.5309196991919526,0.394
BARLEY,52.5,-0.5546619251211901,0.378
BARLEY,99.0,0.18134707868517042,0.646
BARLEY,99.0,0.18134707868517042,0.648
BARLEY,96.0,0.13386262682669556,0.634
BARLEY,99.0,0.18134707868517042,0.65
BARLEY,102.0,0.2288315305436453,0.674
BARLEY,120.0,0.5137382416944944,0.782
BARLEY,117.0,0.4662537898360196,0.748
BARLEY,114.0,0.4187693379775448,0.738
BARLEY,108.0,0.323800434260595,0.71
BARLEY,102.0,0.2288315305436453,0.676
BARLEY,99.0,0.18134707868517042,0.652
BARLEY,108.0,0.323800434260595,0.712
BARLEY,132.0,0.703676049128394,0.83
